# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
pasta:[0, 4, 388, 0, 4, 0, 4, 0, 0, 0]
lyrics:[8, 0, 12, 5220, 1072, 0, 12, 28, 0, 60]
pour:[0, 148, 512, 32, 108, 88, 32, 92, 144, 16]
cleverly:[56, 8, 8, 44, 20, 12, 0, 0, 0, 8]
label:[136, 0, 412, 740, 972, 148, 108, 192, 96, 272]
improvement:[260, 0, 68, 148, 132, 284, 312, 352, 160, 84]
message:[128, 0, 28, 416, 392, 52, 48, 44, 84, 484]
recorded:[12, 8, 0, 2344, 3480, 8, 20, 68, 8, 112]
irritation:[12, 0, 4, 8, 4, 52, 8, 292, 0, 0]
duct:[0, 28, 0, 0, 0, 56, 148, 8, 48, 0]
aquarium:[4, 52, 12, 4, 4, 48, 12, 0, 0, 0]
clipped:[4, 44, 0, 8, 28, 24, 12, 0, 12, 4]
crap:[264, 96, 88, 228, 68, 100, 136, 80, 176, 0]
soprano:[0, 0, 0, 88, 496, 0, 12, 0, 0, 8]
truth:[240, 40, 64, 412, 456, 32, 0, 60, 32, 40]
soooooo:[32, 16, 32, 16, 0, 20, 4, 12, 0, 0]
micro:[108, 0, 12, 4, 32, 8, 8, 12, 32, 8]
moves:[1352, 208, 4, 212, 244, 144, 200, 0, 68, 40]
dude:[76, 0, 16, 112, 56, 20, 4, 24, 12, 0]
age:[804, 756, 88, 1228, 932, 244, 104, 436, 0, 268]
crab:[8, 44, 148, 24, 8, 0, 24, 0, 0, 0]
enjoyed:[992, 436, 628, 688, 1092, 220, 136, 84, 0, 208]
feminist:[4, 0, 0, 16, 104, 0, 0, 0, 0, 0]
shoulders:[24, 24, 8, 44, 64, 76, 40, 216, 20, 0]
aesthetic:[8, 0, 4, 44, 76, 0, 4, 4, 8, 24]
college:[124, 16, 100, 304, 208, 16, 0, 76, 16, 1120]
smaller:[160, 792, 396, 0, 152, 1100, 664, 388, 640, 512]
backup:[52, 24, 0, 132, 68, 60, 64, 20, 200, 136]
movie:[1136, 24, 60, 500, 6316, 0, 636, 20, 20, 44]
ago:[958, 1100, 814, 968, 816, 1056, 1140, 1392, 984, 0]
faulty:[8, 32, 0, 0, 24, 32, 52, 8, 28, 72]
rid:[152, 236, 56, 52, 0, 524, 156, 568, 112, 44]
faults:[72, 0, 0, 0, 52, 4, 8, 0, 24, 12]
variation:[32, 12, 16, 80, 96, 12, 0, 12, 0, 16]
years:[531, 0, 645, 630, 470, 1062, 1285, 2583, 1140, 1244]
number:[808, 368, 264, 1120, 936, 356, 460, 0, 408, 932]
disappointment:[156, 152, 120, 176, 256, 100, 104, 60, 0, 96]
tacky:[16, 0, 4, 16, 24, 0, 8, 24, 20, 28]
odds:[36, 0, 8, 20, 84, 4, 12, 12, 24, 0]
casual:[176, 8, 8, 268, 148, 0, 0, 20, 20, 28]
property:[0, 0, 0, 0, 8, 28, 280, 12, 28, 20]
rip:[196, 84, 104, 208, 116, 288, 80, 0, 68, 104]
centers:[32, 24, 16, 12, 36, 0, 64, 0, 20, 56]
spoiler:[124, 20, 0, 0, 36, 4, 4, 0, 8, 0]
jerry:[8, 0, 16, 352, 128, 8, 28, 0, 36, 0]
cowboys:[4, 0, 0, 48, 716, 0, 4, 0, 0, 0]
fleas:[0, 0, 28, 0, 0, 2568, 4, 0, 0, 0]
shorter:[68, 76, 0, 148, 148, 152, 188, 64, 84, 36]
eggs:[120, 0, 392, 8, 12, 204, 8, 4, 0, 4]
harmonica:[8, 0, 0, 100, 108, 0, 0, 0, 0, 0]
testing:[40, 76, 20, 0, 12, 64, 48, 48, 112, 68]
handle:[228, 1216, 244, 0, 160, 520, 2904, 276, 760, 184]
isolation:[12, 0, 0, 48, 72, 0, 0, 0, 12, 0]
tough:[448, 240, 120, 272, 252, 348, 468, 0, 200, 84]
repaired:[0, 8, 4, 4, 8, 28, 84, 0, 52, 36]
duet:[0, 0, 0, 244, 236, 0, 0, 8, 0, 4]
exit:[96, 16, 4, 44, 48, 28, 24, 0, 8, 16]
melody:[24, 48, 0, 948, 672, 0, 4, 28, 0, 16]
mailbox:[8, 0, 32, 0, 28, 0, 12, 8, 16, 76]
system:[4088, 1024, 236, 300, 400, 384, 1132, 0, 680, 420]
animated:[168, 0, 4, 36, 60, 4, 4, 0, 0, 12]
silver:[188, 0, 0, 184, 84, 68, 28, 40, 52, 116]
aid:[84, 24, 64, 20, 0, 68, 12, 68, 44, 60]
partial:[16, 4, 24, 36, 64, 28, 8, 4, 0, 24]
blessing:[0, 64, 20, 28, 32, 36, 20, 8, 16, 20]
fathers:[0, 12, 20, 16, 64, 0, 12, 0, 16, 0]
aim:[132, 28, 8, 172, 12, 44, 36, 0, 0, 0]
city:[836, 0, 124, 520, 352, 56, 108, 36, 60, 92]
sophistication:[0, 0, 0, 88, 36, 0, 12, 0, 0, 4]
confident:[0, 88, 40, 96, 80, 56, 68, 40, 60, 24]
retain:[12, 20, 28, 28, 24, 12, 20, 20, 0, 12]
air:[336, 724, 160, 312, 396, 356, 508, 256, 1580, 0]
kelly:[0, 4, 4, 640, 68, 0, 4, 0, 0, 4]
local:[0, 268, 1616, 316, 340, 580, 916, 776, 604, 428]
segments:[32, 16, 0, 16, 52, 36, 0, 0, 0, 24]
defeat:[496, 28, 0, 0, 0, 4, 8, 0, 20, 0]
accommodate:[12, 48, 0, 0, 8, 24, 24, 0, 20, 24]
advertised:[208, 160, 256, 0, 76, 428, 648, 244, 908, 436]
firstly:[32, 16, 12, 28, 44, 12, 4, 16, 8, 0]
vacation:[32, 128, 80, 0, 64, 228, 40, 84, 36, 64]
philharmonic:[4, 0, 0, 8, 464, 0, 4, 0, 0, 0]
speak:[200, 0, 68, 672, 508, 68, 112, 64, 68, 116]
tender:[0, 28, 116, 176, 192, 24, 48, 28, 36, 8]
grainy:[36, 0, 56, 24, 16, 8, 0, 24, 0, 12]
rests:[4, 36, 8, 8, 20, 24, 16, 0, 0, 24]
zeppelin:[0, 0, 4, 212, 40, 0, 0, 0, 0, 0]
pumps:[8, 200, 16, 12, 8, 8, 68, 256, 88, 0]
satisfaction:[104, 0, 40, 44, 80, 48, 56, 24, 20, 40]
meantime:[8, 16, 20, 32, 28, 28, 24, 20, 0, 0]
boat:[104, 0, 44, 56, 68, 28, 24, 24, 1708, 12]
oder:[0, 100, 4, 0, 0, 24, 0, 0, 0, 0]
tended:[12, 20, 4, 48, 68, 40, 20, 28, 0, 0]
removed:[108, 224, 80, 0, 96, 268, 196, 200, 344, 120]
powerful:[632, 0, 80, 872, 1120, 252, 564, 116, 244, 212]
acne:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
future:[476, 212, 332, 424, 404, 212, 240, 264, 0, 496]
filler:[0, 20, 44, 384, 116, 20, 16, 20, 80, 20]
mississippi:[0, 0, 12, 100, 108, 4, 0, 0, 0, 0]
movement:[300, 80, 0, 252, 1580, 60, 44, 0, 80, 36]
icing:[4, 12, 388, 24, 12, 8, 4, 4, 0, 0]
smashed:[12, 40, 44, 0, 4, 32, 12, 8, 20, 16]
orchestration:[0, 8, 0, 180, 184, 0, 0, 8, 0, 0]
impressed:[288, 292, 280, 292, 428, 0, 400, 204, 276, 228]
catcher:[4, 4, 4, 0, 4, 12, 392, 0, 0, 4]
rating:[508, 228, 288, 352, 360, 204, 236, 0, 336, 200]
sarah:[0, 16, 4, 52, 88, 0, 0, 0, 0, 0]
lotion:[0, 0, 4, 0, 4, 20, 4, 3116, 0, 0]
body:[208, 208, 228, 376, 336, 340, 256, 1772, 228, 0]
points:[756, 124, 60, 304, 352, 80, 124, 0, 100, 132]
absorbed:[32, 32, 16, 0, 20, 24, 0, 268, 24, 0]
mode:[1744, 44, 0, 352, 156, 32, 100, 8, 144, 108]
rear:[40, 76, 12, 64, 28, 96, 168, 0, 468, 28]
brains:[32, 0, 8, 220, 32, 0, 0, 4, 0, 12]
copies:[188, 0, 4, 352, 120, 0, 8, 8, 0, 224]
insect:[0, 4, 12, 0, 12, 20, 172, 8, 0, 0]
modified:[32, 8, 32, 12, 36, 36, 40, 0, 108, 20]
maintained:[12, 8, 0, 24, 28, 16, 60, 12, 48, 4]
ali:[4, 0, 0, 84, 20, 8, 8, 4, 0, 0]
pregnant:[0, 420, 24, 0, 40, 56, 4, 88, 0, 4]
all:[1446, 866, 860, 1342, 922, 920, 0, 960, 842, 1116]
border:[12, 0, 8, 28, 52, 200, 56, 0, 20, 244]
helmets:[0, 0, 0, 0, 0, 0, 0, 0, 64, 0]
read:[851, 1705, 760, 839, 1058, 1071, 769, 0, 1002, 1312]
avoids:[4, 0, 8, 20, 68, 12, 12, 4, 12, 4]
touch:[304, 332, 304, 592, 792, 504, 0, 340, 256, 284]
real:[1296, 651, 1267, 1972, 1694, 0, 670, 579, 650, 752]
clock:[136, 52, 12, 272, 32, 124, 28, 0, 36, 76]
unit:[280, 456, 84, 0, 164, 988, 1880, 312, 1836, 704]
slips:[8, 100, 4, 0, 20, 16, 32, 12, 36, 48]
monthly:[0, 20, 20, 0, 4, 148, 20, 56, 20, 412]
coupled:[32, 16, 8, 64, 128, 20, 16, 20, 0, 8]
spices:[0, 0, 724, 12, 0, 0, 0, 0, 0, 0]
collect:[812, 52, 0, 56, 84, 32, 88, 24, 32, 52]
gear:[280, 36, 8, 72, 44, 36, 252, 0, 148, 24]
leakage:[0, 144, 8, 0, 0, 16, 84, 0, 20, 16]
bassinet:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
potty:[0, 904, 0, 0, 4, 56, 0, 0, 8, 8]
outing:[16, 12, 0, 56, 48, 8, 8, 0, 8, 8]
amp:[304, 272, 48, 1056, 656, 44, 288, 0, 312, 216]
equipped:[136, 0, 4, 0, 12, 4, 0, 0, 32, 16]
rod:[16, 16, 0, 60, 48, 20, 124, 44, 88, 12]
simpler:[56, 72, 20, 72, 72, 0, 64, 0, 20, 52]
bristles:[0, 0, 0, 4, 8, 24, 236, 12, 32, 0]
weakness:[40, 24, 16, 44, 56, 8, 24, 0, 12, 24]
diminished:[4, 4, 0, 28, 40, 24, 12, 28, 0, 4]
today:[1708, 400, 416, 2384, 1516, 348, 532, 0, 400, 464]
construction:[40, 164, 0, 40, 92, 152, 556, 36, 344, 164]
musically:[16, 32, 0, 744, 376, 0, 4, 8, 0, 0]
oacute:[16, 8, 0, 64, 140, 4, 0, 12, 0, 8]
ang:[4, 0, 4, 0, 1316, 0, 0, 0, 0, 0]
row:[88, 48, 0, 132, 80, 48, 216, 36, 20, 108]
dump:[24, 192, 48, 12, 48, 364, 108, 0, 108, 28]
saying:[640, 212, 244, 684, 564, 228, 184, 168, 164, 0]
commented:[20, 48, 60, 52, 84, 28, 48, 44, 0, 40]
tunes:[204, 212, 0, 1796, 1176, 0, 16, 44, 0, 32]
looked:[672, 640, 688, 0, 368, 440, 576, 728, 508, 560]
crib:[0, 1920, 0, 0, 0, 0, 0, 0, 12, 0]
ant:[8, 8, 16, 96, 8, 4, 20, 8, 8, 0]
rpg:[2352, 0, 4, 0, 0, 0, 0, 0, 0, 4]
irresistible:[0, 0, 4, 56, 72, 12, 0, 8, 0, 4]
intuitive:[152, 32, 0, 20, 36, 16, 0, 0, 32, 228]
minute:[248, 324, 172, 760, 532, 240, 224, 196, 220, 0]
singles:[16, 0, 12, 944, 196, 0, 4, 28, 12, 8]
ladder:[20, 64, 0, 0, 0, 4, 64, 0, 76, 0]
application:[20, 8, 56, 0, 40, 312, 116, 412, 332, 44]
milestone:[20, 12, 0, 56, 40, 0, 0, 0, 0, 12]
tuned:[16, 4, 8, 28, 96, 8, 32, 0, 0, 4]
compilation:[24, 0, 0, 548, 884, 0, 4, 20, 0, 8]
acre:[0, 0, 4, 28, 0, 4, 768, 0, 0, 4]
consists:[128, 12, 20, 124, 168, 24, 32, 24, 20, 0]
vibe:[16, 0, 4, 288, 72, 0, 0, 12, 0, 20]
reason:[1668, 892, 564, 1364, 1336, 720, 600, 668, 0, 604]
cribs:[0, 192, 0, 0, 0, 0, 0, 0, 0, 0]
comforting:[8, 20, 20, 52, 24, 8, 0, 12, 8, 0]
thought:[923, 1490, 991, 0, 847, 1148, 974, 986, 902, 991]
foods:[0, 192, 824, 0, 0, 232, 16, 28, 0, 8]
legend:[712, 0, 16, 256, 148, 0, 8, 8, 0, 12]
taste:[160, 24, 7020, 636, 544, 612, 28, 172, 0, 28]
anywhere:[344, 424, 460, 496, 356, 276, 300, 360, 276, 0]
scottish:[0, 0, 8, 44, 128, 8, 8, 0, 12, 0]
cake:[96, 44, 844, 84, 40, 32, 44, 28, 0, 32]
jam:[64, 80, 112, 464, 156, 148, 168, 0, 32, 44]
english:[92, 0, 160, 352, 804, 100, 76, 64, 24, 156]
annual:[0, 0, 24, 8, 20, 32, 32, 4, 16, 36]
hired:[48, 0, 0, 32, 100, 0, 20, 0, 0, 4]
jar:[20, 20, 592, 16, 24, 72, 40, 228, 28, 0]
gentle:[0, 88, 48, 252, 248, 140, 132, 932, 40, 20]
repertoire:[16, 0, 0, 76, 516, 0, 0, 4, 0, 4]
resort:[20, 20, 24, 24, 20, 44, 28, 28, 32, 0]
nanny:[0, 148, 4, 0, 8, 0, 0, 0, 0, 0]
shopping:[0, 460, 128, 80, 68, 120, 108, 92, 92, 272]
goodness:[68, 112, 160, 60, 76, 100, 0, 104, 40, 44]
lightning:[72, 0, 8, 80, 72, 8, 20, 16, 12, 20]
jaw:[60, 8, 20, 72, 28, 68, 4, 16, 32, 0]
tummy:[0, 104, 44, 0, 0, 44, 0, 16, 0, 0]
using:[227, 784, 676, 0, 132, 1023, 1043, 3529, 1224, 1322]
broke:[260, 684, 0, 288, 284, 976, 904, 380, 552, 228]
apt:[0, 16, 0, 28, 44, 12, 0, 0, 8, 20]
nail:[36, 192, 32, 0, 48, 28, 32, 64, 24, 32]
shabby:[12, 0, 4, 48, 16, 12, 4, 0, 20, 16]
spirits:[36, 0, 12, 48, 80, 0, 8, 0, 0, 12]
shouldn:[256, 164, 0, 212, 196, 88, 76, 80, 96, 96]
mount:[16, 172, 0, 16, 32, 20, 104, 72, 488, 52]
reel:[4, 0, 0, 48, 24, 4, 1432, 0, 0, 4]
toilet:[20, 556, 32, 0, 20, 80, 4, 32, 48, 12]
photographs:[4, 8, 4, 12, 28, 0, 4, 0, 8, 108]
rings:[180, 144, 36, 76, 44, 56, 104, 0, 64, 80]
letter:[44, 28, 12, 132, 68, 32, 44, 0, 44, 184]
grade:[116, 92, 84, 140, 168, 28, 152, 0, 112, 676]
alternatives:[16, 44, 40, 8, 56, 24, 52, 0, 32, 12]
calculations:[0, 0, 0, 0, 0, 0, 0, 0, 0, 660]
cheeses:[0, 0, 444, 0, 0, 0, 0, 0, 0, 0]
housing:[12, 8, 0, 0, 24, 32, 160, 0, 120, 20]
frequently:[108, 396, 0, 188, 236, 240, 200, 132, 160, 140]
spreader:[0, 0, 0, 0, 0, 0, 676, 0, 0, 0]
grabs:[28, 16, 0, 64, 72, 44, 12, 16, 0, 0]
devil:[48, 0, 8, 208, 148, 12, 4, 12, 8, 0]
odor:[8, 2464, 52, 0, 0, 556, 36, 280, 100, 0]
cookies:[8, 8, 556, 8, 0, 12, 0, 8, 0, 0]
matching:[48, 60, 12, 20, 36, 12, 0, 28, 36, 68]
worth:[1160, 1203, 1088, 852, 984, 884, 1024, 1036, 965, 0]
notion:[12, 0, 4, 40, 68, 12, 12, 4, 0, 8]
pockets:[20, 28, 16, 12, 16, 52, 28, 0, 76, 412]
fruits:[20, 0, 96, 12, 24, 8, 8, 4, 0, 4]
tractor:[4, 44, 0, 0, 0, 8, 436, 0, 216, 0]
patience:[276, 60, 32, 56, 56, 32, 64, 0, 36, 32]
takes:[1644, 1324, 528, 1260, 1308, 876, 1060, 676, 696, 0]
popular:[496, 128, 184, 1008, 852, 60, 0, 92, 48, 88]
arm:[80, 244, 0, 32, 44, 700, 244, 92, 100, 28]
kids:[1096, 2156, 728, 384, 888, 284, 340, 0, 608, 1344]
broken:[260, 376, 388, 356, 0, 592, 464, 260, 300, 248]
art:[432, 24, 48, 1116, 1460, 0, 40, 68, 40, 524]
noticed:[308, 656, 0, 272, 216, 708, 404, 980, 376, 196]
excellently:[32, 0, 0, 44, 64, 0, 4, 8, 16, 16]
holder:[0, 164, 48, 0, 48, 68, 108, 44, 132, 156]
cleanser:[0, 0, 8, 0, 0, 12, 0, 940, 0, 0]
fitted:[4, 220, 0, 0, 8, 20, 52, 0, 24, 8]
curls:[0, 20, 0, 0, 8, 4, 0, 484, 0, 0]
describes:[8, 0, 56, 84, 92, 12, 12, 8, 8, 16]
call:[544, 332, 312, 892, 660, 300, 320, 0, 324, 536]
refill:[0, 444, 52, 0, 0, 176, 120, 376, 0, 168]
calm:[16, 48, 60, 108, 152, 64, 12, 52, 0, 0]
wilson:[0, 0, 8, 1200, 100, 8, 8, 0, 0, 0]
kick:[360, 200, 524, 296, 128, 100, 64, 0, 100, 60]
calendars:[0, 40, 0, 0, 0, 0, 0, 0, 0, 876]
armed:[72, 0, 0, 264, 8, 4, 4, 0, 8, 0]
birthdays:[0, 8, 12, 4, 4, 0, 0, 0, 0, 188]
fabulous:[84, 144, 200, 304, 332, 68, 40, 136, 0, 76]
through:[1124, 1176, 844, 861, 900, 1116, 1481, 0, 815, 995]
ass:[124, 0, 52, 180, 40, 16, 8, 0, 20, 12]
stuffing:[20, 24, 56, 12, 0, 532, 0, 0, 8, 8]
grips:[44, 20, 0, 16, 28, 32, 164, 0, 104, 0]
becoming:[204, 80, 64, 316, 168, 44, 0, 64, 56, 64]
centered:[64, 0, 0, 32, 76, 0, 12, 0, 32, 24]
lifetime:[64, 0, 40, 160, 340, 28, 316, 68, 120, 64]
fischer:[4, 0, 0, 8, 188, 0, 0, 0, 0, 0]
run:[1504, 652, 472, 540, 588, 1076, 1000, 412, 1140, 0]
occasional:[148, 176, 0, 168, 272, 152, 136, 212, 104, 56]
spaced:[8, 0, 4, 8, 8, 4, 48, 4, 16, 48]
individuals:[16, 8, 12, 32, 124, 4, 12, 12, 0, 0]
challenging:[1640, 44, 0, 100, 148, 8, 44, 16, 8, 56]
cans:[0, 44, 116, 8, 0, 216, 80, 20, 152, 4]
debate:[52, 12, 4, 76, 80, 0, 4, 0, 0, 12]
mouse:[172, 16, 24, 16, 36, 168, 8, 12, 0, 224]
mother:[156, 748, 316, 240, 484, 144, 208, 272, 0, 188]
view:[428, 68, 32, 352, 648, 44, 92, 0, 220, 316]
vulnerable:[16, 0, 0, 28, 52, 0, 16, 0, 20, 8]
ours:[12, 516, 28, 24, 28, 196, 72, 0, 60, 48]
neighbors:[24, 16, 24, 40, 36, 124, 472, 0, 104, 8]
helpful:[264, 468, 124, 0, 216, 308, 196, 184, 264, 584]
leaking:[0, 924, 0, 0, 0, 24, 296, 72, 88, 76]
results:[112, 0, 268, 204, 372, 608, 424, 1280, 408, 272]
dust:[164, 100, 76, 152, 84, 184, 340, 0, 952, 84]
worry:[312, 728, 196, 0, 140, 412, 308, 164, 344, 212]
travelling:[40, 32, 8, 40, 16, 8, 40, 8, 0, 12]
bulldog:[16, 0, 0, 0, 0, 148, 0, 0, 272, 4]
lifted:[20, 48, 4, 16, 84, 28, 28, 0, 8, 12]
telephone:[12, 8, 4, 24, 20, 4, 24, 0, 48, 100]
significant:[108, 0, 80, 148, 224, 100, 112, 92, 88, 44]
worse:[344, 304, 144, 252, 212, 376, 224, 480, 0, 220]
sync:[16, 20, 0, 68, 28, 16, 0, 0, 0, 28]
delicious:[20, 0, 2440, 64, 80, 24, 16, 68, 0, 0]
camp:[36, 20, 40, 68, 136, 16, 96, 0, 36, 40]
difficulty:[872, 160, 36, 0, 104, 108, 168, 44, 60, 36]
longer:[736, 964, 760, 0, 620, 1672, 1480, 1284, 1020, 752]
overlap:[4, 20, 0, 8, 8, 0, 56, 0, 0, 28]
gripe:[112, 36, 24, 32, 48, 28, 48, 12, 0, 44]
winding:[12, 12, 0, 56, 16, 4, 192, 8, 8, 0]
parties:[68, 0, 64, 140, 96, 8, 12, 16, 0, 60]
walkthrough:[148, 0, 0, 0, 0, 0, 0, 0, 0, 0]
worst:[684, 348, 232, 412, 348, 188, 168, 176, 176, 0]
selling:[388, 0, 212, 236, 156, 164, 116, 180, 124, 200]
cane:[8, 0, 80, 8, 8, 4, 12, 4, 0, 0]
blower:[0, 0, 0, 0, 0, 16, 1272, 0, 84, 0]
shop:[132, 0, 308, 164, 128, 140, 160, 172, 468, 168]
distance:[144, 48, 40, 100, 148, 332, 204, 0, 180, 128]
mood:[240, 0, 60, 908, 724, 16, 16, 36, 0, 32]
planted:[4, 0, 12, 12, 4, 4, 316, 4, 0, 0]
boom:[28, 12, 4, 184, 40, 16, 8, 0, 16, 0]
naps:[0, 172, 0, 0, 0, 8, 0, 0, 0, 0]
truck:[44, 72, 44, 68, 48, 108, 76, 0, 2260, 20]
attract:[12, 36, 0, 100, 40, 40, 116, 20, 8, 8]
book:[568, 1188, 136, 344, 1340, 516, 84, 96, 0, 1612]
show:[608, 248, 0, 1272, 1492, 328, 292, 216, 308, 456]
description:[236, 0, 264, 144, 252, 276, 316, 184, 460, 512]
edition:[304, 0, 36, 416, 480, 20, 4, 36, 8, 132]
cautious:[12, 20, 20, 12, 52, 8, 16, 24, 28, 0]
cracked:[84, 164, 60, 48, 0, 156, 152, 376, 136, 40]
shot:[456, 56, 132, 284, 332, 84, 120, 152, 140, 0]
emails:[20, 20, 48, 0, 12, 28, 16, 0, 28, 36]
kicking:[84, 96, 20, 64, 44, 48, 16, 0, 16, 12]
mono:[4, 0, 8, 508, 196, 0, 0, 0, 0, 0]
wattage:[0, 0, 4, 0, 12, 4, 8, 0, 112, 0]
negative:[220, 368, 160, 152, 276, 320, 280, 0, 236, 196]
playstation:[2984, 0, 0, 0, 0, 0, 0, 0, 0, 0]
alma:[0, 0, 0, 4, 352, 0, 0, 0, 0, 0]
gloves:[36, 0, 36, 8, 8, 56, 104, 140, 144, 8]
defend:[140, 0, 0, 16, 16, 0, 4, 0, 0, 4]
street:[612, 104, 0, 476, 276, 40, 108, 36, 72, 52]
arrive:[100, 48, 208, 0, 40, 76, 100, 84, 76, 124]
boot:[84, 0, 44, 68, 68, 16, 28, 20, 60, 32]
vinyl:[0, 144, 0, 1184, 532, 72, 60, 0, 204, 44]
outage:[0, 0, 0, 0, 0, 12, 0, 0, 100, 20]
resting:[8, 48, 0, 16, 12, 60, 0, 0, 24, 20]
learned:[220, 436, 184, 200, 408, 332, 200, 152, 0, 184]
sippy:[0, 112, 0, 0, 0, 0, 0, 0, 0, 0]
substance:[44, 0, 64, 76, 72, 20, 12, 20, 12, 16]
estimated:[52, 16, 40, 12, 16, 8, 0, 20, 36, 56]
bone:[20, 12, 16, 140, 148, 480, 32, 0, 104, 20]
monk:[16, 0, 0, 468, 64, 0, 8, 0, 0, 4]
spraying:[0, 68, 4, 0, 0, 96, 376, 32, 68, 0]
suddenly:[164, 44, 52, 268, 176, 76, 60, 60, 0, 56]
target:[104, 184, 0, 48, 52, 96, 60, 136, 64, 56]
editing:[24, 0, 8, 8, 132, 0, 8, 0, 0, 24]
mouth:[84, 560, 996, 120, 156, 736, 36, 132, 36, 0]
grind:[200, 0, 196, 176, 8, 16, 64, 0, 36, 0]
hype:[296, 16, 44, 216, 328, 12, 8, 60, 36, 0]
absorbing:[48, 48, 0, 12, 28, 4, 8, 40, 76, 4]
duty:[100, 64, 32, 0, 56, 156, 768, 72, 828, 108]
moms:[16, 432, 8, 16, 4, 8, 4, 0, 0, 60]
penny:[144, 224, 112, 104, 112, 164, 128, 160, 88, 0]
blazing:[16, 0, 16, 92, 44, 0, 12, 4, 0, 4]
yard:[52, 800, 20, 16, 40, 468, 4012, 0, 176, 24]
fancy:[88, 116, 112, 0, 132, 96, 128, 152, 80, 96]
rebel:[88, 0, 4, 68, 16, 0, 0, 0, 12, 4]
moisturizers:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
bounce:[16, 36, 4, 92, 60, 108, 36, 20, 0, 8]
experimental:[16, 0, 4, 276, 96, 0, 8, 8, 0, 20]
collected:[68, 0, 0, 56, 120, 24, 44, 4, 8, 20]
cart:[92, 152, 28, 68, 16, 28, 136, 0, 148, 56]
axe:[28, 0, 0, 40, 28, 0, 412, 0, 0, 0]
jim:[28, 0, 8, 112, 148, 0, 16, 0, 12, 16]
anxious:[12, 4, 36, 8, 52, 44, 12, 4, 0, 12]
piano:[20, 148, 0, 1644, 2760, 0, 20, 40, 16, 40]
slice:[32, 0, 172, 56, 60, 4, 48, 4, 0, 8]
princess:[424, 12, 4, 0, 104, 8, 4, 8, 0, 4]
severely:[60, 12, 0, 28, 48, 20, 28, 92, 16, 28]
cash:[144, 0, 28, 180, 144, 40, 40, 12, 40, 92]
case:[1180, 640, 652, 892, 1228, 636, 0, 556, 1012, 868]
carb:[0, 0, 260, 0, 0, 0, 36, 0, 0, 0]
images:[96, 52, 4, 184, 224, 12, 20, 8, 0, 336]
canvas:[4, 8, 0, 20, 52, 20, 56, 0, 20, 12]
item:[592, 1254, 897, 0, 293, 1028, 1558, 860, 1912, 1485]
sonatas:[0, 0, 0, 0, 608, 0, 0, 0, 0, 0]
captivated:[8, 12, 0, 48, 60, 4, 0, 0, 0, 4]
epic:[508, 0, 0, 256, 320, 0, 0, 0, 0, 4]
trunk:[4, 84, 104, 56, 16, 24, 24, 0, 364, 0]
matches:[200, 64, 20, 92, 72, 20, 0, 20, 52, 60]
finesse:[24, 0, 0, 32, 68, 8, 4, 0, 12, 0]
saving:[404, 184, 56, 0, 64, 132, 128, 64, 88, 112]
cars:[548, 376, 16, 520, 24, 28, 68, 0, 1308, 36]
miraculous:[0, 0, 4, 24, 52, 16, 4, 32, 0, 0]
moon:[72, 0, 16, 1160, 120, 20, 0, 16, 44, 48]
gems:[280, 0, 12, 368, 284, 8, 0, 8, 0, 0]
phone:[64, 180, 88, 72, 92, 96, 100, 0, 416, 1672]
rely:[68, 32, 20, 28, 40, 40, 48, 0, 44, 44]
sticky:[40, 172, 148, 52, 0, 56, 84, 428, 168, 248]
style:[1028, 296, 348, 2720, 2420, 0, 264, 312, 200, 404]
excessive:[16, 24, 28, 20, 88, 44, 48, 48, 0, 28]
matched:[88, 28, 20, 144, 108, 0, 56, 0, 68, 68]
jimmy:[28, 8, 0, 352, 236, 8, 8, 88, 0, 8]
grill:[0, 0, 264, 116, 12, 12, 664, 0, 36, 0]
card:[956, 64, 92, 56, 108, 44, 48, 0, 92, 676]
care:[708, 524, 580, 640, 604, 764, 644, 824, 396, 0]
cherry:[4, 16, 244, 72, 32, 0, 32, 0, 0, 0]
damage:[432, 140, 88, 0, 92, 236, 244, 220, 352, 128]
boss:[1004, 0, 24, 128, 120, 12, 8, 40, 36, 44]
guard:[108, 268, 16, 24, 64, 32, 132, 0, 52, 20]
bottles:[48, 1908, 476, 24, 0, 68, 20, 1620, 52, 4]
fulfilled:[16, 0, 4, 16, 36, 0, 16, 24, 16, 32]
pattern:[40, 80, 16, 64, 92, 0, 340, 16, 64, 132]
settle:[20, 40, 52, 40, 68, 16, 28, 40, 0, 24]
harsh:[32, 20, 100, 92, 176, 60, 60, 396, 40, 0]
exercise:[32, 48, 48, 92, 84, 352, 248, 24, 0, 28]
babies:[12, 2312, 80, 36, 36, 104, 0, 56, 20, 16]
fireplace:[8, 80, 0, 8, 8, 0, 16, 0, 12, 0]
medicated:[0, 0, 8, 0, 0, 16, 0, 148, 0, 0]
vehicle:[76, 48, 12, 44, 88, 92, 16, 0, 1524, 0]
adores:[8, 88, 20, 0, 8, 104, 4, 0, 0, 0]
